what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1350084727865
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1350084727877
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1350084727951
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1350084727976
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1350084727991
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1350084728009
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1350084728036
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1350084728098
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1350084728119
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1350084728119
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1350084728180
started,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1350084728200
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1350084728200
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1350084728227
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1350084728269
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1350084728302
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1350084728302
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1350084728322
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1350084728364
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1350084728382
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1350084728396
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1350084728460
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1350084728478
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1350084728508
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1350084728519
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1350084728588
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1350084728645
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1350084728681
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1350084728704
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1350084728736
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1350084728768
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1350084728809
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1350084728823
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1350084728844
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1350084728860
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1350084728909
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1350084729179
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1350084729200
os,sysinfo,,,"win32",1350084729205
arch,sysinfo,,,"x86_64",1350084729205
ws,sysinfo,,,"win32",1350084729205
locale,sysinfo,,,"en_US",1350084729205
processors,sysinfo,,,"8",1350084729205
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1350084729205
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1350084729205
java.specification.name,sysinfo,,,"Java Platform API Specification",1350084729205
java.specification.vendor,sysinfo,,,"Oracle Corporation",1350084729205
java.specification.version,sysinfo,,,"1.7",1350084729205
java.vendor,sysinfo,,,"Oracle Corporation",1350084729205
java.version,sysinfo,,,"1.7.0_01",1350084729205
java.vm.info,sysinfo,,,"mixed mode",1350084729205
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1350084729205
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1350084729205
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1350084729205
java.vm.specification.version,sysinfo,,,"1.7",1350084729205
java.vm.vendor,sysinfo,,,"Oracle Corporation",1350084729205
java.vm.version,sysinfo,,,"21.1-b02",1350084729205
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1350084729250
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1350084729734
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1350084730026
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1350084730303
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1350084730360
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1350084730953
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1350084731045
started,bundle,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms",1350084731784
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1350084732203
started,bundle,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.adt",1350084732204
started,bundle,com.android.ide.eclipse.traceview,15.0.0.v201110251216-213216,"com.android.ide.eclipse.traceview",1350084732451
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1350084732913
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1350084733043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084738128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084750648
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1350084758314
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084758530
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084759002
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1350084759348
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1350084761547
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1350084761863
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1350084762171
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1350084763210
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350084763802
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350084773854
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084774001
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1350084775562
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084775616
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350084789148
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084789472
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1350084798157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084799220
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084800871
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084801150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084802414
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350084804712
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084804971
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1350084809426
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1350084809458
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350084820974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084830532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084830584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084834110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084837487
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1350084840468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1350084840799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084846446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084846616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084848544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084850074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084852389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084853269
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350084856667
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084856847
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1350084861827
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084876348
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350084883286
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084883406
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350084908421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084908823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084910421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084927578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084941871
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084941910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084944606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084945335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084945425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084946744
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350084952459
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084952599
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350084958299
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350084958344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084962973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084963867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084964480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350084968343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350085014765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350085016579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085033903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085035573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085036058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085041539
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350085081582
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350085082562
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350085082664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085092509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085092647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085101144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085101219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1350085106351
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350085107240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085112730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085113348
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085113858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085116296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085121279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085128193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350085139811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350085143824
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350085150796
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1350085153981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085154008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085154906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085155413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085166729
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350085168548
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350085208037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085241747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085241792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085244020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085266794
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350085267680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085273047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085274270
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350085276024
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350085276181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350085276337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350085276497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350085276958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085279391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085280519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085281011
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085283802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350085290240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085298194
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085298792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085299289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085301605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085324084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085324635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085325124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085327336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350085368325
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1350085369496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085382510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085384359
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350085389103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085391157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085395478
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350085397782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085399323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085402255
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350085406102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085422313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085485806
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085495098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085495203
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350085515820
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1350085516341
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1350085518711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085556213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085629856
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085633966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085634893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085635423
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085639911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085650127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085682991
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350085683149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085707140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350085719615
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350085906526
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1350085907144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350085907637
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350085910762
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1350085911894
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350085917490
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350085921184
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1350085952012
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1350085960263
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350085960705
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1350085987630
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350086046266
